run,nom_rank,gene,modality,confidence,reason
61,14,FGFR1,inhibit,low,"Fully tractable, approved-drug kinase relevant to FGFR-altered GBM subsets; strong selectivity/specificity but the flagged CNS-safety risk and very low window keep confidence guarded."
61,15,CDC25B,inhibit,low,"Druggable cell-cycle phosphatase with good tumor specificity, but historic difficulty developing safe, selective CDC25 inhibitors and a very low therapeutic window make it exploratory."
62,1,PDGFRA,inhibit,high,"Canonical GBM driver amplified/mutated in the classical subtype, with excellent selectivity, tumor-specificity, tractability, and an approved kinase-inhibitor MoA."
62,2,MET,inhibit,high,"Validated GBM oncogenic RTK driving invasion and EGFR-inhibitor resistance, highly selective and druggable with approved inhibitors."
62,3,CDK2,inhibit,medium,Strong dependency with excellent chemistry and a rational RB1/CDKN2A synthetic-lethal rationale in a genotype that is common in GBM.
62,4,CDK7,inhibit,medium,"Druggable transcriptional CDK with covalent-inhibitor chemistry and PTEN synthetic-lethality, though common-essentiality narrows the therapeutic window."
62,5,TEAD1,inhibit,medium,"Hippo/YAP effector now targetable via clinical-stage palmitate-pocket inhibitors, with good selectivity and tumor enrichment in mesenchymal GBM."
62,6,EGLN1,inhibit,medium,PHD2 prolyl hydroxylase is enzymatically well-tractable with clinically validated small molecules; a plausible hypoxia/HIF-axis GBM target but mechanistically less GBM-specific.
62,7,KIF18A,inhibit,medium,"Mitotic kinesin selectively lethal in chromosomally-unstable/aneuploid tumors with emerging clinical-stage inhibitors, matching GBM's high CIN."
62,8,VRK1,inhibit,medium,"Strong, relatively selective dependency and an attractive kinase (paralog-SL with VRK2 silencing) offering a real inhibitor-based MoA despite limited prior chemistry."
62,9,GPX4,inhibit,low,"High dependency and a ferroptosis-induction MoA attractive in mesenchymal/therapy-resistant GBM stem cells, but window and CNS safety are serious concerns."
62,10,PTPN11,inhibit,medium,"SHP2 is a fully druggable allosteric-inhibitor target central to RTK/RAS signaling downstream of GBM's EGFR/PDGFRA, though window and CNS risk temper enthusiasm."
62,11,PTK2,inhibit,low,"FAK is a tractable kinase supporting GBM invasion and CDKN2A-null synthetic lethality with clinical inhibitors, but its low tumor-specificity and TME-dominated signal warrant caution."
62,12,KIF2C,inhibit,low,"Top-composite mitotic kinesin with strong tumor-enrichment and window, plausibly druggable, though no inhibitor MoA yet exists so tractability is uncertain."
62,13,KIF18B,inhibit,low,"Highly tumor-enriched mitotic kinesin with excellent therapeutic window in the same druggable family as KIF18A, but currently lacks any small-molecule chemistry."
62,14,ELAVL1,inhibit,low,"HuR RNA-binding oncoprotein stabilizing pro-tumorigenic transcripts, tumor-enriched and increasingly targetable by RNA-interaction disruptors, though tractability remains hard."
62,15,ITGB5,inhibit,low,Novel integrin dependency with strong tumor-enrichment and CDKN2B/NF1 synthetic-lethality; surface localization makes it attractive but no small-molecule MoA is established.
63,1,PDGFRA,inhibit,high,"Recurrently amplified/mutated GBM driver receptor tyrosine kinase with top tractability, high selectivity and tumor-specificity, and existing approved kinase inhibitor chemistry to build on."
63,2,MET,inhibit,high,"Validated GBM RTK driver (amplification/exon-14 splicing, EGFRvIII bypass) with excellent selectivity, perfect tractability, and clinical-stage inhibitors."
63,3,CDK2,inhibit,medium,"Highly druggable kinase with strong dependency and RB1 synthetic-lethality relevant to CDKN2A/RB1-altered GBM, though pan-essentiality demands a real therapeutic window."
63,4,KIF2C,inhibit,medium,"Top composite with strong tumor enrichment and predicted therapeutic window plus CDKN2A/B synthetic-lethality, but a kinesin motor with no established inhibitor MoA making it a higher-risk chemistry bet."
63,5,KIF18A,inhibit,medium,"Chromosomally-unstable-tumor-selective kinesin with strong dependency, high tumor enrichment/window, and genuine ongoing clinical inhibitor precedent for its mechanism."
63,6,TEAD1,inhibit,medium,"Hippo/YAP effector with an established druggable lipid pocket and clinical-stage palmitoylation-site inhibitors, high selectivity, relevant to mesenchymal GBM."
63,7,ITGB5,inhibit,medium,"Tumor-enriched integrin with synthetic-lethality to CDKN2B/NF1 and reasonable tractability as a surface target, though inhibitor MoA and window are unproven."
63,8,VRK1,inhibit,medium,"Strong, relatively selective dependency kinase (VRK1) that is paralog-synthetic-lethal in VRK2-low tumors and represents a tractable emerging kinase target."
63,9,KIF18B,inhibit,low,"Mitotic kinesin with very high tumor enrichment, excellent predicted window and CDKN2A/B synthetic-lethality, but zero current tractability tempers confidence."
63,10,CDK7,inhibit,medium,"Transcriptional/cell-cycle CDK with fully validated covalent inhibitor chemistry and clinical agents, useful despite pan-essentiality given achievable dosing windows."
63,11,EGLN1,inhibit,low,"Druggable prolyl-hydroxylase (PHD2) enzyme with approved-drug chemistry and good selectivity, offering a HIF-axis handle for hypoxic GBM."
63,12,ELAVL1,inhibit,low,"Tumor-enriched RNA-binding protein (HuR) with emerging small-molecule inhibitors and selective dependency in GBM, worth pursuing despite modest current tractability."
63,13,E2F3,inhibit,low,"RB1-synthetic-lethal transcription factor with high selectivity that is mechanistically compelling in RB-pathway-altered GBM, though direct TF drugging remains hard."
63,14,PTPN11,inhibit,low,"SHP2 phosphatase is a well-validated allosteric small-molecule target downstream of GBM RTK signaling with strong tractability, offset by pan-essentiality and CNS-safety flags."
63,15,GPX4,inhibit,low,"Ferroptosis-gating enzyme with a very strong dependency and clear mechanistic rationale in GBM, but the extremely poor window and CNS-safety risk keep it exploratory."
64,1,PDGFRA,inhibit,high,"Recurrent GBM amplification/activation driver with an approved-drug kinase, perfect tractability and top tumor-specificity — the strongest actionable oncogene here."
64,2,MET,inhibit,high,"Validated RTK driver in a mesenchymal/RTK-driven GBM subset with excellent selectivity, full tractability and approved kinase inhibitors that can be repurposed."
64,3,CDK2,inhibit,medium,High dependency with proven small-molecule chemistry and RB1 synthetic-lethality rationale; selectivity is the main risk but modern selective CDK2 inhibitors mitigate the pan-essential concern.
64,4,EGLN1,inhibit,medium,Fully tractable enzyme with clinical-stage PHD inhibitors; druggable directionality (inhibition stabilizes HIF) makes it a mechanistically clean small-molecule handle worth GBM validation.
64,5,TEAD1,inhibit,medium,"Hippo/YAP effector with a genuinely druggable lipid pocket and clinical TEAD palmitoylation inhibitors, giving a real small-molecule MoA for a mesenchymal-GBM transcriptional program."
64,6,KIF18A,inhibit,medium,"Mitotic kinesin selectively essential in chromosomally-unstable tumors with first-in-class clinical inhibitors, providing a rare tractable answer to the 'no-inhibitor-MoA' kinesin cluster."
64,7,VRK1,inhibit,medium,"High-dependency kinase (catalytic, therefore inhibitable despite 'no-known-inhibitor') with emerging paralog/synthetic-lethal interest and moderate tractability."
64,8,CDK7,inhibit,medium,"Transcriptional CDK with mature covalent small-molecule inhibitors and PTEN-loss synthetic-lethality signal, offering a tractable route despite common-essential caution."
64,9,PTK2,inhibit,low,"FAK is fully tractable with clinical inhibitors and multiple SL lesions, worth pursuing for the invasive GBM phenotype despite TME-dominated and CNS-safety flags."
64,10,ITGB5,inhibit,low,Novel integrin with strong tumor-enrichment and dual SL (CDKN2B/NF1); an extracellular/adhesion target amenable to antagonists rather than classical enzyme inhibition.
64,11,ELAVL1,degrade,low,HuR RNA-binding oncoprotein with moderate tractability and small-molecule/PROTAC efforts underway; a degradation strategy fits its scaffolding-heavy function.
64,12,FGFR1,inhibit,low,Approved-drug kinase driver in an FGFR-altered GBM subset; strong tumor-specificity but the CNS-safety flag caps confidence.
64,13,WDR77,degrade,low,"PRMT5-cofactor scaffold with CDKN2A/2B (MTAP-adjacent) SL biology; not directly enzymatic, so best pursued via the PRMT5/MTA axis or targeted degradation."
64,14,CDC25B,inhibit,low,"Tractable phosphatase with existing chemistry and good tumor-specificity, offering a cell-cycle checkpoint node — though phosphatase selectivity and poor therapeutic window are real hurdles."
64,15,E2F3,degrade,low,"RB1-pathway SL transcription factor; not directly ligandable, so realistic only via degrader chemistry or upstream CDK targeting, flagged as an aspirational novel node."
65,1,PDGFRA,inhibit,high,"Validated GBM driver amplified/mutated in a large subset, a classic RTK with clinical-grade inhibitors, top tumor-specificity and full tractability with a real inhibitor MoA and reasonable window."
65,2,MET,inhibit,high,"Recurrent GBM oncogenic RTK (amplification/exon-14 splicing, driver of TMZ resistance) with approved selective inhibitors, high selectivity and full tractability."
65,3,CDK2,inhibit,high,"Druggable kinase with real chemistry and synthetic lethality with RB1 loss, high dependency and strong tumor enrichment; low selectivity is manageable with next-gen selective CDK2 inhibitors."
65,4,CDK7,inhibit,medium,"Transcriptional CDK with mature covalent inhibitor chemistry and full tractability, SL with PTEN loss common in GBM; common-essentiality is the main constraint to manage via dosing/window."
65,5,TEAD1,inhibit,medium,"Hippo/YAP effector with an established druggable lipid (palmitate) pocket and validated auto-palmitoylation inhibitors now in clinic, good selectivity and tumor enrichment."
65,6,KIF18A,inhibit,medium,Mitotic kinesin selectively essential in chromosomally-unstable tumors with a clinical small-molecule inhibitor and excellent window/tumor enrichment; moderate tractability but a genuine inhibitor MoA exists.
65,7,EGLN1,inhibit,medium,"PHD2 prolyl hydroxylase is an enzyme with approved small-molecule inhibitors and full tractability; a plausible metabolic/HIF-axis dependency, though GBM-specific rationale is moderate."
65,8,ELAVL1,inhibit,low,"HuR RNA-binding protein with strong tumor specificity/enrichment and emerging small-molecule inhibitors of RNA binding; oncogenic mRNA-stabilization role fits GBM, tractability is the risk."
65,9,PTK2,inhibit,low,FAK is a fully tractable kinase with clinical inhibitors and SL with CDKN2A/B loss; nominated despite poor tumor-specificity because FAK biology in invasion/adhesion is a credible GBM axis.
65,10,ITGB5,inhibit,low,Integrin with tumor-enriched dependency and SL with NF1/CDKN2B; an extracellular target amenable to antibody/peptide/small-molecule antagonists though no clean inhibitor MoA yet.
65,11,PTPN11,inhibit,medium,SHP2 is a fully tractable phosphatase with clinical allosteric inhibitors sitting downstream of the RTK signaling that drives GBM; window and CNS-safety are the concerns to manage.
65,12,VRK1,inhibit,low,"Serine/threonine kinase with very high dependency and reasonable tractability/window, an actionable enzyme class though it currently lacks a validated inhibitor MoA."
65,13,GPX4,inhibit,low,"Ferroptosis-gatekeeper enzyme with very high dependency; GBM stem-like cells are ferroptosis-sensitive, making pharmacologic GPX4 inhibition mechanistically attractive despite tight window."
65,14,WWTR1,inhibit,low,TAZ (YAP paralog) is a mesenchymal-GBM driver targetable via the same TEAD-palmitoylation axis; nominated as a mechanism-linked node despite TME-dominated signal and no direct MoA.
